[DEBUG] 2014-09-08 11:17:21,571 ==> Logging Provider: org.jboss.logging.Log4jLoggerProvider
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCtiposNotificaciones
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCtiposRespuestas
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCgruposCobranza
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCestados
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmTlotesCargoAutomatico
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCrespuestasCargos
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCtiposCuentas
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCmarcasTarjetas
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmTcobranzaSap
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCestados
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmTprocesos
    [DEBUG] 2014-09-08 11:17:23,373 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCestados
    [DEBUG] 2014-09-08 11:17:23,864 ==> Resolving reference to class: com.maxcom.mpm.model.MpmCestados
    [TRACE] 2014-09-08 11:17:23,874 ==> Initializing service [role=org.hibernate.engine.jdbc.spi.JdbcServices]
    [TRACE] 2014-09-08 11:17:23,894 ==> Initializing service [role=org.hibernate.service.jdbc.connections.spi.ConnectionProvider]
    [INFO] 2014-09-08 11:17:23,894 ==> HHH000402: Using Hibernate built-in connection pool (not for production use!)
    [INFO] 2014-09-08 11:17:24,014 ==> HHH000115: Hibernate connection pool size: 20
    [INFO] 2014-09-08 11:17:24,014 ==> HHH000006: Autocommit mode: false
    [INFO] 2014-09-08 11:17:24,014 ==> HHH000401: using driver [oracle.jdbc.OracleDriver] at URL [jdbc:oracle:thin:@172.16.4.50:1521:maxdb01]
    [INFO] 2014-09-08 11:17:24,014 ==> HHH000046: Connection properties: {user=ADMIN_MPM, password=am1np4g05, zeroDateTimeBehavior=convertToNull}
    [TRACE] 2014-09-08 11:17:24,014 ==> Initializing service [role=org.hibernate.service.jdbc.dialect.spi.DialectFactory]
    [TRACE] 2014-09-08 11:17:24,034 ==> Initializing service [role=org.hibernate.service.jdbc.dialect.spi.DialectResolver]
    [TRACE] 2014-09-08 11:17:24,054 ==> Total checked-out connections: 0
    [DEBUG] 2014-09-08 11:17:24,054 ==> Opening new JDBC connection
    [DEBUG] 2014-09-08 11:17:24,429 ==> Created connection to: jdbc:oracle:thin:@172.16.4.50:1521:maxdb01, Isolation Level: 2
    [DEBUG] 2014-09-08 11:17:24,429 ==> Database ->
       name : Oracle
    version : Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, Oracle Label Security, OLAP, Data Mining,
Oracle Database Vault and Real Application Testing options
      major : 11
      minor : 2
    [DEBUG] 2014-09-08 11:17:24,429 ==> Driver ->
       name : Oracle JDBC driver
    version : 11.2.0.3.0
      major : 11
      minor : 2
    [DEBUG] 2014-09-08 11:17:24,429 ==> JDBC version : 11.2
    [INFO] 2014-09-08 11:17:24,561 ==> HHH000400: Using dialect: org.hibernate.dialect.OracleDialect
    [WARN] 2014-09-08 11:17:24,572 ==> HHH000063: The Oracle9Dialect dialect has been deprecated; use either Oracle9iDialect or Oracle10gDialect instead
    [WARN] 2014-09-08 11:17:24,572 ==> HHH000064: The OracleDialect dialect has been deprecated; use Oracle8iDialect instead
    [TRACE] 2014-09-08 11:17:24,583 ==> Returning connection to pool, pool size: 1
    [TRACE] 2014-09-08 11:17:24,605 ==> Initializing service [role=org.hibernate.service.jta.platform.spi.JtaPlatform]
    [DEBUG] 2014-09-08 11:17:24,616 ==> Automatic flush during beforeCompletion(): disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> Automatic session close at end of transaction: disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> JDBC batch size: 15
    [DEBUG] 2014-09-08 11:17:24,616 ==> JDBC batch updates for versioned data: disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> Scrollable result sets: enabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> Wrap result sets: disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> JDBC3 getGeneratedKeys(): disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> multi-tenancy strategy : NONE
    [DEBUG] 2014-09-08 11:17:24,616 ==> Connection release mode: auto
    [TRACE] 2014-09-08 11:17:24,616 ==> Initializing service [role=org.hibernate.engine.transaction.spi.TransactionFactory]
    [INFO] 2014-09-08 11:17:24,616 ==> HHH000399: Using default transaction strategy (direct JDBC transactions)
    [DEBUG] 2014-09-08 11:17:24,616 ==> Default batch fetch size: 1
    [DEBUG] 2014-09-08 11:17:24,616 ==> Generate SQL with comments: disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> Order SQL updates by primary key: disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> Order SQL inserts for batching: disabled
    [DEBUG] 2014-09-08 11:17:24,616 ==> Query translator: org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory
    [INFO] 2014-09-08 11:17:24,627 ==> HHH000397: Using ASTQueryTranslatorFactory
    [DEBUG] 2014-09-08 11:17:24,627 ==> Query language substitutions: {}
    [DEBUG] 2014-09-08 11:17:24,627 ==> JPA-QL strict compliance: disabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Second-level cache: enabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Query cache: disabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
    [DEBUG] 2014-09-08 11:17:24,627 ==> org.hibernate.cache.internal.NoCachingRegionFactory did not provide constructor accepting java.util.Properties; attempting no-arg constructor.
    [DEBUG] 2014-09-08 11:17:24,627 ==> Optimize cache for minimal puts: disabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Structured second-level cache entries: disabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Statistics: disabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Deleted entity synthetic identifier rollback: disabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Default entity-mode: pojo
    [DEBUG] 2014-09-08 11:17:24,627 ==> Named query checking : enabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Check Nullability in Core (should be disabled when Bean Validation is on): enabled
    [DEBUG] 2014-09-08 11:17:24,627 ==> Allow initialization of lazy state outside session : : disabled
    [DEBUG] 2014-09-08 11:17:24,638 ==> Building session factory
    [TRACE] 2014-09-08 11:17:24,649 ==> Initializing service [role=org.hibernate.service.spi.SessionFactoryServiceRegistryFactory]
    [TRACE] 2014-09-08 11:17:24,649 ==> Initializing service [role=org.hibernate.engine.spi.CacheImplementor]
    [TRACE] 2014-09-08 11:17:24,660 ==> Scoping types to session factory org.hibernate.internal.SessionFactoryImpl@8f544b
    [DEBUG] 2014-09-08 11:17:24,660 ==> Session factory constructed with filter configurations : {}
    [DEBUG] 2014-09-08 11:17:24,660 ==> Instantiating session factory with properties: {java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.password=am1np4g05, sun.boot.library.path=C:\Archivos de programa\Java\jdk1.7.0_65\jre\bin, java.vm.version=24.65-b04, hibernate.connection.username=ADMIN_MPM, java.vm.vendor=Oracle Corporation, java.vendor.url=http://java.oracle.com/, path.separator=;, java.vm.name=Java HotSpot(TM) Client VM, file.encoding.pkg=sun.io, user.script=, user.country=ES, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=Service Pack 3, java.vm.specification.name=Java Virtual Machine Specification, user.dir=C:\Proyectos\CirculoCredito\CargoRecurrenteService, java.runtime.version=1.7.0_65-b19, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, hibernate.current_session_context_class=thread, java.endorsed.dirs=C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\endorsed, os.arch=x86, java.io.tmpdir=C:\DOCUME~1\operador\CONFIG~1\Temp\, line.separator=
, java.vm.specification.vendor=Oracle Corporation, user.variant=, os.name=Windows XP, sun.jnu.encoding=Cp1252, hibernate.connection.zeroDateTimeBehavior=convertToNull, java.library.path=C:\Archivos de programa\Java\jdk1.7.0_65\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\oraclexe\app\oracle\product\11.2.0\server\bin;;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\Archivos de programa\TortoiseSVN\bin;C:\SDKs\jdk-1.6\bin;C:\Tools\apache-maven-3.2.2\bin;C:\Tools\mysql-5.6\MySQL Server 5.6\bin;., java.specification.name=Java Platform API Specification, java.class.version=51.0, sun.management.compiler=HotSpot Client Compiler, os.version=5.1, user.home=C:\Documents and Settings\operador, user.timezone=America/Mexico_City, java.awt.printerjob=sun.awt.windows.WPrinterJob, java.specification.version=1.7, file.encoding=Cp1252, hibernate.connection.driver_class=oracle.jdbc.OracleDriver, user.name=operador, java.class.path=C:\Proyectos\CirculoCredito\CargoRecurrenteService\target\classes;C:\Documents and Settings\operador\.m2\repository\log4j\log4j\1.2.17\log4j-1.2.17.jar;C:\Documents and Settings\operador\.m2\repository\cn\guoyukun\jdbc\oracle-ojdbc6\11.2.0.3.0\oracle-ojdbc6-11.2.0.3.0.jar;C:\Documents and Settings\operador\.m2\repository\org\hibernate\hibernate-entitymanager\4.1.8.Final\hibernate-entitymanager-4.1.8.Final.jar;C:\Documents and Settings\operador\.m2\repository\org\jboss\logging\jboss-logging\3.1.0.GA\jboss-logging-3.1.0.GA.jar;C:\Documents and Settings\operador\.m2\repository\org\jboss\spec\javax\transaction\jboss-transaction-api_1.1_spec\1.0.0.Final\jboss-transaction-api_1.1_spec-1.0.0.Final.jar;C:\Documents and Settings\operador\.m2\repository\dom4j\dom4j\1.6.1\dom4j-1.6.1.jar;C:\Documents and Settings\operador\.m2\repository\org\hibernate\hibernate-core\4.1.8.Final\hibernate-core-4.1.8.Final.jar;C:\Documents and Settings\operador\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Documents and Settings\operador\.m2\repository\org\hibernate\javax\persistence\hibernate-jpa-2.0-api\1.0.1.Final\hibernate-jpa-2.0-api-1.0.1.Final.jar;C:\Documents and Settings\operador\.m2\repository\org\javassist\javassist\3.15.0-GA\javassist-3.15.0-GA.jar;C:\Documents and Settings\operador\.m2\repository\org\hibernate\common\hibernate-commons-annotations\4.0.1.Final\hibernate-commons-annotations-4.0.1.Final.jar;C:\Documents and Settings\operador\.m2\repository\unknown\binary\hibernate-jpa-2.0-api-1.0.1.Final\SNAPSHOT\hibernate-jpa-2.0-api-1.0.1.Final-SNAPSHOT.jar, hibernate.bytecode.use_reflection_optimizer=false, hibernate.show_sql=true, java.vm.specification.version=1.7, sun.arch.data.model=32, java.home=C:\Archivos de programa\Java\jdk1.7.0_65\jre, sun.java.command=com.maxcom.mpm.dao.impl.BitacoraDaoImpl, hibernate.dialect=org.hibernate.dialect.OracleDialect, hibernate.connection.url=jdbc:oracle:thin:@172.16.4.50:1521:maxdb01, java.specification.vendor=Oracle Corporation, user.language=es, awt.toolkit=sun.awt.windows.WToolkit, java.vm.info=mixed mode, sharing, java.version=1.7.0_65, java.ext.dirs=C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\ext;C:\WINDOWS\Sun\Java\lib\ext, sun.boot.class.path=C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\resources.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\rt.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\sunrsasign.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\jsse.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\jce.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\charsets.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\lib\jfr.jar;C:\Archivos de programa\Java\jdk1.7.0_65\jre\classes, java.vendor=Oracle Corporation, file.separator=\, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, sun.cpu.endian=little, sun.io.unicode.encoding=UnicodeLittle, sun.desktop=windows, sun.cpu.isalist=pentium_pro+mmx pentium_pro pentium+mmx pentium i486 i386 i86}
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [DEBUG] 2014-09-08 11:17:24,957 ==> Setting dialect [org.hibernate.dialect.OracleDialect]
    [TRACE] 2014-09-08 11:17:24,957 ==> Initializing service [role=org.hibernate.persister.spi.PersisterFactory]
    [TRACE] 2014-09-08 11:17:24,968 ==> Initializing service [role=org.hibernate.persister.spi.PersisterClassResolver]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados.id], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados.idEstado], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados], existing type = [org.hibernate.type.ManyToOneType(com.maxcom.mpm.model.MpmCestados)], incoming type = [org.hibernate.type.ManyToOneType(com.maxcom.mpm.model.MpmCestados)]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados.id], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados.id], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados.idEstado], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [mpmCestados.idEstado], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [tipoProceso], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [fechaIniGen], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [fechaCierre], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [creadoPor], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [fechaCreacion], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [sistema], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [modificadoPor], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [fechaModificacion], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,112 ==> Skipping duplicate registration of path [fechaFinGen], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,123 ==> Skipping duplicate registration of path [mpmTlotesCargoAutomaticos], existing type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmTprocesos.mpmTlotesCargoAutomaticos)], incoming type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmTprocesos.mpmTlotesCargoAutomaticos)]
    [DEBUG] 2014-09-08 11:17:25,123 ==> Static SQL for entity: com.maxcom.mpm.model.MpmTprocesos
    [DEBUG] 2014-09-08 11:17:25,123 ==>  Version select: select ID_PROCESO from ADMIN_MPM.MPM_TPROCESOS where ID_PROCESO =?
    [DEBUG] 2014-09-08 11:17:25,123 ==>  Snapshot select: select mpmtproces_.ID_PROCESO, mpmtproces_.ID_ESTADO as ID2_11_, mpmtproces_.TIPO_PROCESO as TIPO3_11_, mpmtproces_.FECHA_INI_GEN as FECHA4_11_, mpmtproces_.FECHA_CIERRE as FECHA5_11_, mpmtproces_.CREADO_POR as CREADO6_11_, mpmtproces_.FECHA_CREACION as FECHA7_11_, mpmtproces_.SISTEMA as SISTEMA11_, mpmtproces_.MODIFICADO_POR as MODIFICADO9_11_, mpmtproces_.FECHA_MODIFICACION as FECHA10_11_, mpmtproces_.FECHA_FIN_GEN as FECHA11_11_ from ADMIN_MPM.MPM_TPROCESOS mpmtproces_ where mpmtproces_.ID_PROCESO=?
    [DEBUG] 2014-09-08 11:17:25,123 ==>  Insert 0: insert into ADMIN_MPM.MPM_TPROCESOS (ID_ESTADO, TIPO_PROCESO, FECHA_INI_GEN, FECHA_CIERRE, CREADO_POR, FECHA_CREACION, SISTEMA, MODIFICADO_POR, FECHA_MODIFICACION, FECHA_FIN_GEN, ID_PROCESO) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
    [DEBUG] 2014-09-08 11:17:25,123 ==>  Update 0: update ADMIN_MPM.MPM_TPROCESOS set ID_ESTADO=?, TIPO_PROCESO=?, FECHA_INI_GEN=?, FECHA_CIERRE=?, CREADO_POR=?, FECHA_CREACION=?, SISTEMA=?, MODIFICADO_POR=?, FECHA_MODIFICACION=?, FECHA_FIN_GEN=? where ID_PROCESO=?
    [DEBUG] 2014-09-08 11:17:25,123 ==>  Delete 0: delete from ADMIN_MPM.MPM_TPROCESOS where ID_PROCESO=?
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones.id], existing type = [org.hibernate.type.LongType@1ee75a5], incoming type = [org.hibernate.type.LongType@1ee75a5]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones.idNotificacion], existing type = [org.hibernate.type.LongType@1ee75a5], incoming type = [org.hibernate.type.LongType@1ee75a5]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones], existing type = [org.hibernate.type.ManyToOneType(com.maxcom.mpm.model.MpmCnotificaciones)], incoming type = [org.hibernate.type.ManyToOneType(com.maxcom.mpm.model.MpmCnotificaciones)]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones.id], existing type = [org.hibernate.type.LongType@1ee75a5], incoming type = [org.hibernate.type.LongType@1ee75a5]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones.id], existing type = [org.hibernate.type.LongType@1ee75a5], incoming type = [org.hibernate.type.LongType@1ee75a5]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones.idNotificacion], existing type = [org.hibernate.type.LongType@1ee75a5], incoming type = [org.hibernate.type.LongType@1ee75a5]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [mpmCnotificaciones.idNotificacion], existing type = [org.hibernate.type.LongType@1ee75a5], incoming type = [org.hibernate.type.LongType@1ee75a5]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [descripcion], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,134 ==> Skipping duplicate registration of path [nombre], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [estadoFinal], existing type = [org.hibernate.type.BooleanType@bcfa38], incoming type = [org.hibernate.type.BooleanType@bcfa38]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [creadoPor], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [fechaCreacion], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [sistema], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [modificadoPor], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [fechaModificacion], existing type = [org.hibernate.type.DateType@9403a3], incoming type = [org.hibernate.type.DateType@9403a3]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [activo], existing type = [org.hibernate.type.BooleanType@bcfa38], incoming type = [org.hibernate.type.BooleanType@bcfa38]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [mpmTcobranzaSaps], existing type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTcobranzaSaps)], incoming type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTcobranzaSaps)]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [mpmTprocesoses], existing type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTprocesoses)], incoming type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTprocesoses)]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [mpmTcobranzaSapDetas], existing type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTcobranzaSapDetas)], incoming type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTcobranzaSapDetas)]
    [TRACE] 2014-09-08 11:17:25,145 ==> Skipping duplicate registration of path [mpmTlotesCargoAutomaticos], existing type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTlotesCargoAutomaticos)], incoming type = [org.hibernate.type.SetType(com.maxcom.mpm.model.MpmCestados.mpmTlotesCargoAutomaticos)]
    [DEBUG] 2014-09-08 11:17:25,145 ==> Static SQL for entity: com.maxcom.mpm.model.MpmCestados
    [DEBUG] 2014-09-08 11:17:25,145 ==>  Version select: select ID_ESTADO from ADMIN_MPM.MPM_CESTADOS where ID_ESTADO =?
    [DEBUG] 2014-09-08 11:17:25,145 ==>  Snapshot select: select mpmcestado_.ID_ESTADO, mpmcestado_.ID_NOTIFICACION as ID2_0_, mpmcestado_.DESCRIPCION as DESCRIPC3_0_, mpmcestado_.NOMBRE as NOMBRE0_, mpmcestado_.ESTADO_FINAL as ESTADO5_0_, mpmcestado_.CREADO_POR as CREADO6_0_, mpmcestado_.FECHA_CREACION as FECHA7_0_, mpmcestado_.SISTEMA as SISTEMA0_, mpmcestado_.MODIFICADO_POR as MODIFICADO9_0_, mpmcestado_.FECHA_MODIFICACION as FECHA10_0_, mpmcestado_.ACTIVO as ACTIVO0_ from ADMIN_MPM.MPM_CESTADOS mpmcestado_ where mpmcestado_.ID_ESTADO=?
    [DEBUG] 2014-09-08 11:17:25,145 ==>  Insert 0: insert into ADMIN_MPM.MPM_CESTADOS (ID_NOTIFICACION, DESCRIPCION, NOMBRE, ESTADO_FINAL, CREADO_POR, FECHA_CREACION, SISTEMA, MODIFICADO_POR, FECHA_MODIFICACION, ACTIVO, ID_ESTADO) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
    [DEBUG] 2014-09-08 11:17:25,145 ==>  Update 0: update ADMIN_MPM.MPM_CESTADOS set ID_NOTIFICACION=?, DESCRIPCION=?, NOMBRE=?, ESTADO_FINAL=?, CREADO_POR=?, FECHA_CREACION=?, SISTEMA=?, MODIFICADO_POR=?, FECHA_MODIFICACION=?, ACTIVO=? where ID_ESTADO=?
    [DEBUG] 2014-09-08 11:17:25,145 ==>  Delete 0: delete from ADMIN_MPM.MPM_CESTADOS where ID_ESTADO=?
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados.id], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados.idEstado], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados], existing type = [org.hibernate.type.ManyToOneType(com.maxcom.mpm.model.MpmCestados)], incoming type = [org.hibernate.type.ManyToOneType(com.maxcom.mpm.model.MpmCestados)]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados.id], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados.id], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados.idEstado], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [mpmCestados.idEstado], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
    [TRACE] 2014-09-08 11:17:25,156 ==> Skipping duplicate registration of path [producto], existing type = [org.hibernate.type.StringType@ac622a], incoming type = [org.hibernate.type.StringType@ac622a]
